date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-12-15,Andhra Pradesh,Visakhapatnam,531111,13,0,0,13
2025-12-15,Andhra Pradesh,Chittoor,517501,12,0,0,12
2025-12-15,Andhra Pradesh,Hyderabad,500064,13,2,0,15
2025-12-15,Andhra Pradesh,Kurnool,518003,14,1,0,15
2025-12-22,Andhra Pradesh,Hyderabad,500053,17,0,0,17
2025-12-22,Andhra Pradesh,Kurnool,518301,17,0,0,17
2025-12-22,Andhra Pradesh,Nellore,524201,13,0,0,13
2025-12-22,Andhra Pradesh,Visakhapatnam,531173,13,0,0,13
2025-12-22,Andhra Pradesh,Cuddapah,516101,13,0,0,13
2025-12-22,Andhra Pradesh,Guntur,522413,14,0,0,14
2025-12-22,Andhra Pradesh,Guntur,522601,14,0,0,14
2025-12-22,Andhra Pradesh,Chittoor,517325,14,0,0,14
2025-12-22,Andhra Pradesh,Guntur,522413,14,0,0,14
2025-12-22,Andhra Pradesh,Guntur,522601,14,0,0,14
2025-12-22,Andhra Pradesh,Kurnool,518380,13,0,0,13
2025-12-22,Andhra Pradesh,Kurnool,518002,16,0,0,16
2025-12-22,Andhra Pradesh,Kurnool,518360,13,0,0,13
2025-12-22,Andhra Pradesh,Kurnool,518422,20,0,0,20
2025-12-22,Andhra Pradesh,Chittoor,517425,22,0,0,22
2025-12-22,Andhra Pradesh,Guntur,522501,13,0,0,13
2025-12-22,Andhra Pradesh,Guntur,522613,12,0,0,12
2025-12-22,Andhra Pradesh,Krishna,521001,20,0,0,20
2025-12-22,Andhra Pradesh,Prakasam,523357,15,0,0,15
2025-12-22,Andhra Pradesh,Visakhapatnam,531001,14,0,0,14
2025-12-22,Andhra Pradesh,Visakhapatnam,535145,17,0,0,17
2025-12-22,Andhra Pradesh,East Godavari,533101,13,0,0,13
2025-12-22,Andhra Pradesh,East Godavari,533263,12,0,0,12
2025-12-22,Andhra Pradesh,Guntur,522503,12,0,0,12
2025-12-22,Andhra Pradesh,Kurnool,518001,20,0,0,20
2025-12-22,Andhra Pradesh,Nellore,524002,14,0,0,14
2025-12-22,Andhra Pradesh,Visakhapatnam,531149,14,0,0,14
2025-12-23,Andhra Pradesh,Kurnool,518301,14,0,0,14
2025-12-26,Andhra Pradesh,Cuddapah,516269,14,0,0,14
2025-12-26,Andhra Pradesh,Kurnool,518313,13,0,0,13
2025-12-27,Andhra Pradesh,Kurnool,518313,14,0,0,14
2025-12-29,Andhra Pradesh,Cuddapah,516101,12,0,0,12
2025-12-29,Andhra Pradesh,Cuddapah,516360,11,1,0,12
2025-12-29,Andhra Pradesh,Guntur,522601,20,0,0,20
2025-12-29,Andhra Pradesh,Guntur,522616,12,0,0,12
2025-12-29,Andhra Pradesh,Cuddapah,516001,15,0,0,15
2025-12-29,Andhra Pradesh,Cuddapah,516434,12,0,0,12
2025-12-29,Andhra Pradesh,Guntur,522001,16,0,0,16
2025-12-29,Andhra Pradesh,Guntur,522503,15,0,0,15
2025-12-29,Andhra Pradesh,Krishna,520015,18,0,0,18
2025-12-29,Andhra Pradesh,Kurnool,518313,34,0,0,34
2025-12-29,Andhra Pradesh,Kurnool,518360,19,0,0,19
2025-12-29,Andhra Pradesh,Srikakulam,532312,12,0,0,12
2025-12-29,Andhra Pradesh,Guntur,522410,15,0,0,15
2025-12-29,Andhra Pradesh,Visakhapatnam,531173,12,0,0,12
2025-12-29,Andhra Pradesh,Cuddapah,516269,12,0,0,12
2025-12-29,Andhra Pradesh,Kurnool,518344,12,0,0,12
2025-12-29,Andhra Pradesh,Nellore,524004,14,2,0,16
2025-12-29,Andhra Pradesh,Visakhapatnam,531116,15,0,0,15
2025-12-29,Andhra Pradesh,Visakhapatnam,535273,12,0,0,12
2025-12-29,Andhra Pradesh,Chittoor,517501,14,1,0,15
2025-12-29,Andhra Pradesh,Guntur,522003,12,0,0,12
2025-12-29,Andhra Pradesh,Kurnool,518221,16,0,0,16
2025-12-29,Andhra Pradesh,Kurnool,518323,14,0,0,14
2025-12-29,Andhra Pradesh,Kurnool,518401,12,0,0,12
2025-12-29,Andhra Pradesh,Kurnool,518501,24,0,0,24
2025-12-29,Andhra Pradesh,Kurnool,518599,14,0,0,14
2025-12-31,Andhra Pradesh,Krishna,521001,11,1,0,12
2025-12-31,Andhra Pradesh,Kurnool,518323,11,1,0,12
2025-12-31,Andhra Pradesh,Kurnool,518360,13,2,0,15
2025-12-31,Andhra Pradesh,Hyderabad,500053,15,6,0,21
2025-12-31,Andhra Pradesh,Kurnool,518313,14,0,0,14
2025-12-31,Andhra Pradesh,Kurnool,518344,11,3,0,14
2025-12-31,Andhra Pradesh,Guntur,522503,11,3,0,14
2025-03-20,Tamil Nadu,Kanchipuram,600069,12,12,10,34
2025-04-01,Tamil Nadu,Kancheepuram,600100,148,56,10,214
2025-04-01,Tamil Nadu,Madurai,625017,94,10,11,115
2025-04-01,Tamil Nadu,Kancheepuram,600045,81,19,14,114
2025-04-01,Tamil Nadu,Thanjavur,614602,35,10,11,56
2025-05-01,Tamil Nadu,Pudukkottai,614616,143,34,13,190
2025-05-01,Tamil Nadu,Cuddalore,607106,120,11,10,141
2025-05-01,Tamil Nadu,Coimbatore,641402,59,19,11,89
2025-06-01,Tamil Nadu,Kanchipuram,631502,264,76,11,351
2025-06-01,Tamil Nadu,Salem,636006,90,21,11,122
2025-06-01,Tamil Nadu,Vellore,635810,154,65,16,235
2025-06-01,Tamil Nadu,Kallakurichi,605801,53,12,10,75
2025-06-01,Tamil Nadu,Salem,636122,40,10,12,62
2025-06-01,Tamil Nadu,Salem,636002,44,13,11,68
2025-06-01,Tamil Nadu,Kallakurichi,606401,112,43,13,168
2025-06-01,Tamil Nadu,Vellore,632602,105,22,11,138
2025-06-01,Tamil Nadu,Ramanathapuram,623536,23,10,10,43
2025-06-01,Tamil Nadu,Ramanathapuram,623517,69,28,12,109
2025-06-01,Tamil Nadu,Vellore,632001,108,15,14,137
2025-06-01,Tamil Nadu,Salem,636010,82,24,11,117
2025-06-01,Tamil Nadu,Salem,636015,79,27,19,125
2025-06-01,Tamil Nadu,Sivaganga,630302,70,13,10,93
2025-06-01,Tamil Nadu,Madurai,625106,62,14,12,88
2025-07-01,Tamil Nadu,Chengalpattu,600130,21,26,11,58
2025-07-01,Tamil Nadu,Chennai,600119,87,63,12,162
2025-07-01,Tamil Nadu,Chennai,600115,58,40,10,108
2025-07-01,Tamil Nadu,Thiruvallur,600052,261,75,10,346
2025-07-01,Tamil Nadu,Chengalpattu,603204,117,36,15,168
2025-07-01,Tamil Nadu,Chennai,600028,86,33,11,130
2025-09-01,Tamil Nadu,Pudukkottai,622102,9,4,0,13
2025-09-01,Tamil Nadu,Tiruchirappalli,639103,13,0,0,13
2025-09-01,Tamil Nadu,Virudhunagar,626001,13,1,0,14
2025-09-01,Tamil Nadu,Kancheepuram,600100,10,4,0,14
2025-09-01,Tamil Nadu,Karur,621313,11,2,0,13
2025-09-01,Tamil Nadu,Madurai,625103,18,0,0,18
2025-09-01,Tamil Nadu,Madurai,625106,34,1,0,35
2025-09-01,Tamil Nadu,Namakkal,636202,48,1,0,49
2025-09-01,Tamil Nadu,Dindigul,624002,7,9,0,16
2025-09-01,Tamil Nadu,Madurai,625706,16,0,0,16
2025-09-01,Tamil Nadu,Pudukkottai,614616,12,1,0,13
2025-09-02,Tamil Nadu,Kancheepuram,631502,10,3,0,13
2025-09-02,Tamil Nadu,Tiruchirappalli,639103,16,0,0,16
2025-09-02,Tamil Nadu,Madurai,625106,25,0,0,25
2025-09-02,Tamil Nadu,Tiruppur,641654,17,1,0,18
2025-09-02,Tamil Nadu,Madurai,625532,21,2,0,23
2025-09-02,Tamil Nadu,Namakkal,637406,73,1,0,74
2025-09-02,Tamil Nadu,Virudhunagar,626001,22,1,0,23
2025-09-03,Tamil Nadu,Thiruvarur,614016,14,0,0,14
2025-09-03,Tamil Nadu,Vellore,631052,16,0,0,16
2025-09-03,Tamil Nadu,Madurai,625234,24,1,0,25
2025-09-03,Tamil Nadu,Madurai,625301,25,0,0,25
2025-09-03,Tamil Nadu,Villupuram,605803,14,1,0,15
2025-09-03,Tamil Nadu,Kancheepuram,631502,9,7,0,16
2025-09-03,Tamil Nadu,Karur,621313,75,7,0,82
2025-09-03,Tamil Nadu,Namakkal,637013,13,0,0,13
2025-09-04,Tamil Nadu,Coimbatore,642110,15,2,0,17
2025-09-04,Tamil Nadu,Kancheepuram,603202,10,3,0,13
2025-09-04,Tamil Nadu,Tiruchirappalli,620012,15,2,0,17
2025-09-06,Tamil Nadu,Kancheepuram,600069,12,5,0,17
2025-09-06,Tamil Nadu,Kancheepuram,603406,16,0,0,16
2025-09-06,Tamil Nadu,Madurai,625016,13,2,0,15
2025-09-06,Tamil Nadu,Madurai,625207,17,0,0,17
2025-09-06,Tamil Nadu,Madurai,625106,16,0,0,16
2025-09-06,Tamil Nadu,Tiruvallur,600062,9,4,0,13
2025-09-06,Tamil Nadu,Tiruchirappalli,621209,43,0,0,43
2025-09-07,Tamil Nadu,Tiruvallur,601201,12,2,0,14
2025-09-08,Tamil Nadu,Thiruvarur,614704,15,0,0,15
2025-09-08,Tamil Nadu,Kancheepuram,600069,11,2,0,13
2025-09-08,Tamil Nadu,Pudukkottai,614616,11,2,0,13
2025-09-08,Tamil Nadu,Virudhunagar,626001,13,0,0,13
2025-09-08,Tamil Nadu,Madurai,625706,14,0,0,14
2025-09-08,Tamil Nadu,Tiruchirappalli,620001,19,2,0,21
2025-09-08,Tamil Nadu,Tirunelveli,627005,16,1,0,17
2025-09-09,Tamil Nadu,Tiruchirappalli,620004,13,0,0,13
2025-09-09,Tamil Nadu,Virudhunagar,626001,15,0,0,15
2025-09-09,Tamil Nadu,Dharmapuri,636810,14,4,0,18
2025-09-09,Tamil Nadu,Tiruchirappalli,639103,12,2,0,14
2025-09-09,Tamil Nadu,Cuddalore,607302,15,2,0,17
2025-09-09,Tamil Nadu,Dindigul,624002,6,7,0,13
2025-09-09,Tamil Nadu,Madurai,625103,13,0,0,13
2025-09-09,Tamil Nadu,Tiruchirappalli,620001,42,1,0,43
2025-09-09,Tamil Nadu,Tiruchirappalli,621209,37,1,0,38
2025-09-09,Tamil Nadu,Chennai,600012,13,1,0,14
2025-09-09,Tamil Nadu,Karur,639110,15,3,0,18
2025-09-09,Tamil Nadu,Namakkal,637408,29,0,0,29
2025-09-09,Tamil Nadu,Thoothukkudi,628002,7,6,0,13
2025-09-09,Tamil Nadu,Villupuram,605803,14,0,0,14
2025-09-10,Tamil Nadu,Dindigul,624002,10,4,0,14
2025-09-10,Tamil Nadu,Karur,639110,10,3,0,13
2025-09-10,Tamil Nadu,Tiruchirappalli,620001,26,0,0,26
2025-09-10,Tamil Nadu,Tiruchirappalli,620004,16,2,0,18
2025-09-10,Tamil Nadu,Tiruchirappalli,621306,11,3,0,14
2025-09-10,Tamil Nadu,Kancheepuram,600063,9,5,0,14
2025-09-10,Tamil Nadu,Villupuram,605701,14,0,0,14
2025-09-10,Tamil Nadu,Kancheepuram,600097,13,2,0,15
2025-09-10,Tamil Nadu,Namakkal,637505,52,0,0,52
2025-09-10,Tamil Nadu,Thoothukkudi,628002,13,1,0,14
2025-09-10,Tamil Nadu,Madurai,625109,23,0,0,23
2025-09-10,Tamil Nadu,Tiruchirappalli,621215,27,2,0,29
2025-09-10,Tamil Nadu,Tiruchirappalli,639103,12,1,0,13
2025-09-10,Tamil Nadu,Tirunelveli,627005,13,1,0,14
2025-09-10,Tamil Nadu,Tiruvallur,601203,6,7,0,13
2025-09-11,Tamil Nadu,Tiruchirappalli,621203,21,1,0,22
2025-09-11,Tamil Nadu,Tiruvallur,600103,11,3,0,14
2025-09-11,Tamil Nadu,Salem,636117,16,0,0,16
2025-09-11,Tamil Nadu,Chennai,600012,9,4,0,13
2025-09-11,Tamil Nadu,Kancheepuram,600073,9,5,0,14
2025-09-11,Tamil Nadu,Dharmapuri,636810,13,1,0,14
2025-09-11,Tamil Nadu,Tiruchirappalli,620001,14,1,0,15
2025-09-11,Tamil Nadu,Tiruppur,641654,13,3,0,16
2025-09-12,Tamil Nadu,Dharmapuri,636810,15,2,0,17
2025-09-12,Tamil Nadu,Madurai,625205,17,0,0,17
2025-09-12,Tamil Nadu,Chennai,600042,9,5,0,14
2025-09-12,Tamil Nadu,Dindigul,624308,13,2,0,15
2025-09-12,Tamil Nadu,Kancheepuram,631502,13,4,0,17
2025-09-12,Tamil Nadu,Karur,621313,12,4,0,16
2025-09-12,Tamil Nadu,Tiruchirappalli,621206,13,0,0,13
2025-09-12,Tamil Nadu,Tiruchirappalli,639103,12,2,0,14
2025-09-12,Tamil Nadu,Tiruppur,638660,17,0,0,17
2025-09-12,Tamil Nadu,Tiruppur,641654,14,3,0,17
2025-09-12,Tamil Nadu,Krishnagiri,635117,14,0,0,14
2025-09-12,Tamil Nadu,Tiruchirappalli,620001,29,0,0,29
2025-09-12,Tamil Nadu,Kancheepuram,631501,14,0,0,14
2025-09-12,Tamil Nadu,Tiruchirappalli,621314,17,3,0,20
2025-09-12,Tamil Nadu,Virudhunagar,626106,11,3,0,14
2025-09-13,Tamil Nadu,Madurai,625101,16,0,0,16
2025-09-13,Tamil Nadu,Madurai,625218,25,0,0,25
2025-09-13,Tamil Nadu,Coimbatore,641006,12,1,0,13
2025-09-13,Tamil Nadu,Kancheepuram,631502,14,5,0,19
2025-09-13,Tamil Nadu,Perambalur,621117,20,0,0,20
2025-09-13,Tamil Nadu,Kancheepuram,631501,17,3,0,20
2025-09-13,Tamil Nadu,Madurai,625009,28,0,0,28
2025-09-13,Tamil Nadu,Tiruvallur,600053,13,2,0,15
2025-09-13,Tamil Nadu,Tiruvallur,600056,12,2,0,14
2025-09-13,Tamil Nadu,Virudhunagar,626149,9,6,0,15
2025-09-13,Tamil Nadu,The Nilgiris,643212,12,2,0,14
2025-09-13,Tamil Nadu,Theni,625536,18,0,0,18
2025-09-13,Tamil Nadu,Virudhunagar,626129,20,0,0,20
2025-09-13,Tamil Nadu,Kancheepuram,600044,11,3,0,14
2025-09-13,Tamil Nadu,Madurai,625532,15,0,0,15
2025-09-13,Tamil Nadu,The Nilgiris,643239,17,0,0,17
2025-09-13,Tamil Nadu,Tiruchirappalli,621008,21,0,0,21
2025-09-15,Tamil Nadu,Tiruchirappalli,620008,16,0,0,16
2025-09-15,Tamil Nadu,Tirunelveli,627005,13,0,0,13
2025-09-15,Tamil Nadu,Dindigul,624401,8,5,0,13
2025-09-15,Tamil Nadu,Madurai,625101,15,1,0,16
2025-09-15,Tamil Nadu,Madurai,625503,22,0,0,22
2025-09-16,Tamil Nadu,Dharmapuri,636806,12,3,0,15
2025-09-16,Tamil Nadu,Kancheepuram,603110,27,8,0,35
2025-09-16,Tamil Nadu,Cuddalore,608703,18,0,0,18
2025-09-16,Tamil Nadu,Dharmapuri,636810,15,4,0,19
2025-09-16,Tamil Nadu,Dindigul,624002,11,2,0,13
2025-09-16,Tamil Nadu,Tiruchirappalli,621006,13,0,0,13
2025-09-16,Tamil Nadu,Karur,639102,12,2,0,14
2025-09-16,Tamil Nadu,Krishnagiri,635109,14,3,0,17
2025-09-16,Tamil Nadu,Krishnagiri,635117,13,0,0,13
2025-09-16,Tamil Nadu,Madurai,625503,20,0,0,20
2025-09-16,Tamil Nadu,Virudhunagar,626101,16,2,0,18
2025-09-16,Tamil Nadu,Karur,639120,11,11,0,22
2025-09-16,Tamil Nadu,Tiruchirappalli,620008,14,0,0,14
2025-09-17,Tamil Nadu,Kancheepuram,600091,10,3,0,13
2025-09-17,Tamil Nadu,Madurai,625018,15,1,0,16
2025-09-17,Tamil Nadu,Madurai,625109,17,0,0,17
2025-09-17,Tamil Nadu,Pudukkottai,622101,6,7,0,13
2025-09-17,Tamil Nadu,Tiruchirappalli,621306,14,2,0,16
2025-09-17,Tamil Nadu,Tiruchirappalli,621314,13,3,0,16
2025-09-17,Tamil Nadu,Tirunelveli,627416,16,0,0,16
2025-09-17,Tamil Nadu,Karur,639102,11,8,0,19
2025-09-17,Tamil Nadu,Madurai,625501,22,0,0,22
2025-09-17,Tamil Nadu,Tiruvallur,600099,6,7,0,13
2025-09-17,Tamil Nadu,Dindigul,624619,14,1,0,15
2025-09-17,Tamil Nadu,Dindigul,624401,5,8,0,13
2025-09-17,Tamil Nadu,Pudukkottai,622102,8,5,0,13
2025-09-18,Tamil Nadu,Pudukkottai,614630,23,1,0,24
2025-09-18,Tamil Nadu,Pudukkottai,622102,9,10,0,19
2025-09-18,Tamil Nadu,Tiruvallur,601201,9,4,0,13
2025-09-18,Tamil Nadu,Coimbatore,641402,13,3,0,16
2025-09-18,Tamil Nadu,Kancheepuram,603102,21,0,0,21
2025-09-18,Tamil Nadu,Madurai,625501,16,1,0,17
2025-09-18,Tamil Nadu,Thanjavur,612002,37,0,0,37
2025-09-18,Tamil Nadu,Kancheepuram,600097,15,4,0,19
2025-09-18,Tamil Nadu,Madurai,625103,14,0,0,14
2025-09-18,Tamil Nadu,Tiruvallur,600052,34,3,0,37
2025-09-18,Tamil Nadu,Coimbatore,641653,13,2,0,15
2025-09-18,Tamil Nadu,Karur,639102,23,13,0,36
2025-09-18,Tamil Nadu,Tiruchirappalli,621209,16,0,0,16
2025-09-19,Tamil Nadu,Kancheepuram,631551,13,1,0,14
2025-09-19,Tamil Nadu,Tiruchirappalli,621306,19,1,0,20
2025-09-19,Tamil Nadu,Namakkal,637211,29,0,0,29
2025-09-19,Tamil Nadu,Tiruvallur,631203,13,1,0,14
2025-09-19,Tamil Nadu,Namakkal,637209,41,0,0,41
2025-09-19,Tamil Nadu,Karur,639102,11,3,0,14
2025-09-19,Tamil Nadu,Dindigul,624403,24,2,0,26
2025-09-19,Tamil Nadu,Kancheepuram,600119,11,5,0,16
2025-09-20,Tamil Nadu,Kancheepuram,602105,23,1,0,24
2025-09-20,Tamil Nadu,Tiruvallur,600062,12,4,0,16
2025-09-20,Tamil Nadu,Namakkal,638183,71,0,0,71
2025-09-20,Tamil Nadu,Kancheepuram,603406,16,1,0,17
2025-09-20,Tamil Nadu,Tiruchirappalli,621306,28,6,0,34
2025-09-22,Tamil Nadu,Kancheepuram,600097,8,10,0,18
2025-09-23,Tamil Nadu,Dindigul,624709,12,2,0,14
2025-09-23,Tamil Nadu,Dharmapuri,635202,17,1,0,18
2025-09-23,Tamil Nadu,Madurai,625016,15,1,0,16
2025-09-23,Tamil Nadu,Pudukkottai,614624,17,1,0,18
2025-09-23,Tamil Nadu,Tiruchirappalli,621306,14,3,0,17
2025-09-23,Tamil Nadu,Vellore,632204,17,2,0,19
2025-09-24,Tamil Nadu,Cuddalore,606001,14,0,0,14
2025-09-24,Tamil Nadu,Namakkal,637209,28,0,0,28
2025-09-24,Tamil Nadu,Namakkal,637215,25,0,0,25
2025-09-24,Tamil Nadu,Thoothukkudi,628002,16,0,0,16
2025-09-24,Tamil Nadu,Tiruvallur,600095,12,2,0,14
2025-09-24,Tamil Nadu,Tiruvannamalai,606804,16,0,0,16
2025-09-24,Tamil Nadu,Theni,625531,15,0,0,15
2025-09-24,Tamil Nadu,Virudhunagar,626001,13,1,0,14
2025-09-24,Tamil Nadu,Erode,638116,13,0,0,13
2025-09-24,Tamil Nadu,Namakkal,637214,13,0,0,13
2025-09-24,Tamil Nadu,Chennai,600006,13,0,0,13
2025-09-24,Tamil Nadu,Cuddalore,608703,13,1,0,14
2025-09-25,Tamil Nadu,Tiruvallur,600067,17,1,0,18
2025-09-25,Tamil Nadu,Chennai,600012,11,2,0,13
2025-09-25,Tamil Nadu,Thoothukkudi,628002,12,3,0,15
2025-09-25,Tamil Nadu,Tiruvallur,600052,12,1,1,14
2025-09-25,Tamil Nadu,Tiruvallur,600055,19,1,0,20
2025-09-25,Tamil Nadu,Namakkal,636202,15,0,0,15
2025-09-25,Tamil Nadu,Madurai,625009,14,0,0,14
2025-09-25,Tamil Nadu,Tiruchirappalli,620008,15,1,0,16
2025-09-26,Tamil Nadu,Thoothukkudi,628002,14,2,0,16
2025-09-26,Tamil Nadu,Krishnagiri,635001,12,1,0,13
2025-09-26,Tamil Nadu,Vellore,632501,13,0,0,13
2025-09-26,Tamil Nadu,Tiruvallur,600052,24,3,0,27
2025-09-26,Tamil Nadu,Ariyalur,621719,16,0,0,16
2025-09-26,Tamil Nadu,Tiruchirappalli,621217,16,0,0,16
2025-10-13,Tamil Nadu,Kancheepuram,600126,10,5,0,15
2025-10-13,Tamil Nadu,Kancheepuram,600126,10,5,0,15
2025-10-13,Tamil Nadu,Karur,621313,11,3,0,14
2025-10-13,Tamil Nadu,Tiruvallur,600056,12,1,0,13
2025-10-13,Tamil Nadu,Chennai,600012,11,2,0,13
2025-10-13,Tamil Nadu,Coimbatore,641032,16,2,0,18
2025-10-13,Tamil Nadu,Tiruvallur,600053,5,8,0,13
2025-10-13,Tamil Nadu,Tiruvallur,600062,10,3,0,13
2025-10-13,Tamil Nadu,Tirunelveli,627652,16,0,0,16
2025-10-15,Tamil Nadu,Madurai,625001,18,2,0,20
2025-10-15,Tamil Nadu,Chennai,600012,12,1,0,13
2025-10-17,Tamil Nadu,Chennai,600078,12,2,0,14
2025-10-17,Tamil Nadu,Dharmapuri,636808,17,3,0,20
2025-10-17,Tamil Nadu,Kancheepuram,600069,9,4,0,13
2025-10-17,Tamil Nadu,Vellore,635810,12,2,0,14
2025-10-17,Tamil Nadu,Thoothukkudi,628002,13,4,0,17
2025-10-17,Tamil Nadu,Tirunelveli,627005,19,2,0,21
2025-10-17,Tamil Nadu,Chennai,600021,9,5,0,14
2025-10-17,Tamil Nadu,Chennai,600039,10,6,0,16
2025-10-17,Tamil Nadu,Coimbatore,641001,8,6,0,14
2025-10-17,Tamil Nadu,Kancheepuram,600048,12,3,0,15
2025-10-17,Tamil Nadu,Kancheepuram,600100,8,5,0,13
2025-10-17,Tamil Nadu,Dharmapuri,636810,21,0,0,21
2025-10-17,Tamil Nadu,Pudukkottai,622301,14,0,0,14
2025-10-17,Tamil Nadu,Tiruvallur,600053,16,6,0,22
2025-10-17,Tamil Nadu,Madurai,625020,14,1,0,15
2025-10-17,Tamil Nadu,Tiruvallur,600099,12,4,0,16
2025-10-17,Tamil Nadu,Tiruvallur,601201,9,4,0,13
2025-12-31,Tamil Nadu,Kancheepuram,631502,10,8,0,18
2025-12-31,Tamil Nadu,Tiruppur,641654,7,6,0,13
2025-12-31,Tamil Nadu,Tiruppur,642126,8,6,0,14
2025-12-31,Tamil Nadu,Tiruvallur,600019,8,6,0,14
2025-12-31,Tamil Nadu,Tiruvallur,600053,5,8,0,13
2025-12-31,Tamil Nadu,Tiruvallur,601201,10,9,0,19
2025-10-28,Tamil Nadu,Dharmapuri,636808,21,3,0,24
2025-10-30,Tamil Nadu,Chennai,600012,29,5,0,34
2025-10-30,Tamil Nadu,Dharmapuri,636808,27,5,0,32
2025-10-30,Tamil Nadu,Pudukkottai,622203,12,3,0,15
2025-10-30,Tamil Nadu,Tiruchirappalli,620001,13,3,0,16
2025-10-30,Tamil Nadu,Tiruvallur,600053,9,4,0,13
2025-10-30,Tamil Nadu,Coimbatore,641108,10,5,0,15
2025-10-30,Tamil Nadu,Cuddalore,607106,11,2,0,13
2025-10-30,Tamil Nadu,Dharmapuri,636809,18,2,0,20
2025-10-30,Tamil Nadu,Dharmapuri,636810,23,3,0,26
2025-10-30,Tamil Nadu,Madurai,625016,28,0,0,28
2025-10-30,Tamil Nadu,Theni,625531,12,3,0,15
2025-10-30,Tamil Nadu,Tiruvallur,600062,8,5,0,13
2025-10-30,Tamil Nadu,Chennai,600001,14,5,0,19
2025-10-30,Tamil Nadu,Dindigul,624401,12,3,0,15
2025-10-30,Tamil Nadu,Krishnagiri,635307,12,1,0,13
2025-10-30,Tamil Nadu,Pudukkottai,622102,14,3,0,17
2025-10-30,Tamil Nadu,Ariyalur,621804,9,9,0,18
2025-10-30,Tamil Nadu,Cuddalore,607301,10,3,0,13
2025-10-30,Tamil Nadu,Dharmapuri,636906,14,4,0,18
2025-10-30,Tamil Nadu,Dindigul,624005,13,2,0,15
2025-10-30,Tamil Nadu,Madurai,625020,13,0,0,13
2025-10-30,Tamil Nadu,Salem,636008,13,1,0,14
2025-10-30,Tamil Nadu,Thoothukkudi,628002,13,4,0,17
2025-10-30,Tamil Nadu,Thoothukkudi,628008,14,8,0,22
2025-10-30,Tamil Nadu,Tiruchirappalli,621314,12,17,0,29
2025-10-30,Tamil Nadu,Tiruppur,641664,11,2,0,13
2025-10-30,Tamil Nadu,Tiruvannamalai,604408,12,1,0,13
2025-10-30,Tamil Nadu,Tiruvannamalai,606708,15,5,0,20
2025-10-30,Tamil Nadu,Vellore,635751,12,3,0,15
2025-10-31,Tamil Nadu,Tiruvallur,600062,11,2,0,13
2025-10-31,Tamil Nadu,Dindigul,624101,5,9,0,14
2025-10-31,Tamil Nadu,Madurai,625016,16,3,0,19
2025-10-31,Tamil Nadu,Madurai,625109,17,0,0,17
2025-10-31,Tamil Nadu,Tiruchirappalli,621314,9,7,0,16
2025-10-31,Tamil Nadu,Ariyalur,612904,16,1,0,17
2025-10-31,Tamil Nadu,Tiruchirappalli,620006,12,1,0,13
2025-10-31,Tamil Nadu,Tiruppur,641603,11,2,0,13
2025-10-31,Tamil Nadu,Tiruvallur,600057,14,0,0,14
2025-10-31,Tamil Nadu,Dharmapuri,636810,12,4,0,16
2025-11-01,Tamil Nadu,Tiruvannamalai,606708,20,0,0,20
2025-11-02,Tamil Nadu,Chennai,600028,13,3,0,16
2025-11-02,Tamil Nadu,Chennai,600039,7,7,0,14
2025-11-02,Tamil Nadu,Dharmapuri,636808,14,0,0,14
2025-11-02,Tamil Nadu,Madurai,625009,14,3,0,17
2025-11-02,Tamil Nadu,Tiruvallur,600077,11,10,0,21
2025-11-02,Tamil Nadu,Tiruvallur,601201,5,9,0,14
2025-11-02,Tamil Nadu,Chennai,600081,10,3,0,13
2025-11-02,Tamil Nadu,Krishnagiri,635109,14,5,0,19
2025-11-02,Tamil Nadu,Madurai,625002,12,1,0,13
2025-11-02,Tamil Nadu,Madurai,625016,22,3,0,25
2025-11-02,Tamil Nadu,Ramanathapuram,623707,15,1,0,16
2025-11-02,Tamil Nadu,Theni,625531,16,1,0,17
2025-11-02,Tamil Nadu,Chennai,600015,10,3,0,13
2025-11-02,Tamil Nadu,Kancheepuram,603109,9,4,0,13
2025-11-02,Tamil Nadu,Namakkal,638183,13,0,0,13
2025-11-02,Tamil Nadu,Thanjavur,612001,10,3,0,13
2025-11-02,Tamil Nadu,Theni,625512,7,6,0,13
2025-11-02,Tamil Nadu,Thoothukkudi,628002,8,6,0,14
2025-11-02,Tamil Nadu,Tiruchirappalli,620001,12,2,0,14
2025-11-02,Tamil Nadu,Virudhunagar,626189,12,3,0,15
2025-11-02,Tamil Nadu,Kancheepuram,603109,9,4,0,13
2025-11-02,Tamil Nadu,Namakkal,638183,13,0,0,13
2025-11-02,Tamil Nadu,Thanjavur,612001,10,3,0,13
2025-11-02,Tamil Nadu,Dharmapuri,636903,8,5,0,13
2025-11-02,Tamil Nadu,Kancheepuram,600048,12,2,0,14
2025-11-02,Tamil Nadu,Tiruvallur,600053,11,5,0,16
2025-11-02,Tamil Nadu,Tiruvallur,600056,10,5,0,15
2025-11-02,Tamil Nadu,Tiruvallur,600095,9,4,0,13
2025-11-02,Tamil Nadu,Tiruvannamalai,606708,25,2,0,27
2025-11-02,Tamil Nadu,Chennai,600012,13,2,0,15
2025-11-02,Tamil Nadu,Madurai,625109,20,0,0,20
2025-11-02,Tamil Nadu,Pudukkottai,622301,9,6,0,15
2025-11-02,Tamil Nadu,Tiruchirappalli,621314,12,4,0,16
